"","Q","ResponseId","Response","Text","Category","Domain","Mind"
"4860","T40","R_3h6mujtw7bGSTsy",1,"What is today's weather?","factual","",""
"4861","T40","R_cIMYJw66MddgiLn",4,"What is today's weather?","factual","",""
"4862","T40","R_3qyRkqTcQJVr2UI",2,"What is today's weather?","factual","",""
"4863","T40","R_1jNtRvpgBQubjCJ",3,"What is today's weather?","factual","",""
"4864","T40","R_3O9LwCB7Qm0yPkt",1,"What is today's weather?","factual","",""
"4865","T40","R_24OCSHsC5XhEaXC",1,"What is today's weather?","factual","",""
"4866","T40","R_2S0jYQ0uQXgycx5",2,"What is today's weather?","factual","",""
"4867","T40","R_R8CytimDtchvXhf",2,"What is today's weather?","factual","",""
"4868","T40","R_1Frp4z9j3uJPGbB",4,"What is today's weather?","factual","",""
"4869","T40","R_3PTCWFrcjFAPY7I",5,"What is today's weather?","factual","",""
"4870","T40","R_4VdlA9MgSovn4jf",1,"What is today's weather?","factual","",""
"4871","T40","R_aXWLzZHTkkoFCnf",1,"What is today's weather?","factual","",""
"4872","T40","R_1CpcUeOeZNkTWSv",5,"What is today's weather?","factual","",""
"4873","T40","R_2zpS4S5Gs4oLwDN",1,"What is today's weather?","factual","",""
"4874","T40","R_3kch6YTKsBMgYRd",5,"What is today's weather?","factual","",""
"4875","T40","R_1EXWy4GsjjDzAhA",4,"What is today's weather?","factual","",""
"4876","T40","R_A0asDeUMYWygviV",5,"What is today's weather?","factual","",""
"4877","T40","R_1PaPYchw4WwzxZ3",2,"What is today's weather?","factual","",""
"4878","T40","R_3huw3vRprW9b1EO",4,"What is today's weather?","factual","",""
"4879","T40","R_2TER8RlMF5ZK1nl",5,"What is today's weather?","factual","",""
"4880","T40","R_3MlZQMugA5WIn7d",4,"What is today's weather?","factual","",""
"4881","T40","R_3je7J2oRSsDKLcQ",3,"What is today's weather?","factual","",""
"4882","T40","R_SUXUQjeAYCED3MZ",4,"What is today's weather?","factual","",""
"4883","T41","R_1FhULGZI9ty8arK",3,"What did you have for breakfast this morning?","personal, objective","biological",""
"4884","T41","R_2rxt26YhVlGhJ54",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4885","T41","R_3Di5TsjuInLVDUC",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4886","T41","R_2QhAzyXyGiCMIL5",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4887","T41","R_1gO9i2zPFLVD2R8",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4888","T41","R_2TvoFXHZlEBhHZ3",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4889","T41","R_1PYk9emPRdtANt0",3,"What did you have for breakfast this morning?","personal, objective","biological",""
"4890","T41","R_26fEQdd0g3Q97B9",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4891","T41","R_2U0jG6nEupyGnQr",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4892","T41","R_1LAoYkk3oP5GLsn",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4893","T41","R_1pQgSkuY82HHqap",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4894","T41","R_3h6mujtw7bGSTsy",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4895","T41","R_2Xp17x5Iq8BktTf",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4896","T41","R_bdbpAjIo1L8bA5z",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4897","T41","R_3O9LwCB7Qm0yPkt",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4898","T41","R_1CpcUeOeZNkTWSv",3,"What did you have for breakfast this morning?","personal, objective","biological",""
"4899","T41","R_3kch6YTKsBMgYRd",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4900","T41","R_339hengkIUWVHL7",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4901","T41","R_3lDfCpILnQRdqBN",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4902","T41","R_Dq9XCEClC3WL1zH",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4903","T41","R_2YWfNKZgA8Fzn0g",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4904","T41","R_aXWLzZHTkkoFCnf",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4905","T41","R_D1NHm9klMLca6lP",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4906","T41","R_2dAwgPRP46ZPxcl",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4907","T41","R_5ziZYD4mLrLxK1P",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4908","T41","R_3jRMW4qALv4vi49",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4909","T41","R_3RlpkO9EFUQiGE0",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4910","T41","R_BzkIf5pVtArMWtj",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4911","T41","R_2CqZYuOdCeCMfnE",3,"What did you have for breakfast this morning?","personal, objective","biological",""
"4912","T41","R_p44E1feNzl175ER",2,"What did you have for breakfast this morning?","personal, objective","biological",""
"4913","T41","R_77NvZNu9KQLykbn",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4914","T41","R_5yGFJZfTzM3YXZL",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4915","T41","R_27B8VP6eKOPLSwH",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4916","T41","R_29aGqCfre2qTWYv",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4917","T41","R_2w1B9qqy7fdkOO9",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4918","T41","R_2VEkSfA4BWYRS39",2,"What did you have for breakfast this morning?","personal, objective","biological",""
"4919","T41","R_9LxO8nEwxQyYG3f",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4920","T41","R_3hDPucjnOFY33hO",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4921","T41","R_3D71fU33UQKE8WV",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4922","T41","R_324kmv6BBzjJbek",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4923","T41","R_u8mhlDQTRcG3SZb",3,"What did you have for breakfast this morning?","personal, objective","biological",""
"4924","T41","R_BEYfZymGnW0aXhT",3,"What did you have for breakfast this morning?","personal, objective","biological",""
"4925","T41","R_A0asDeUMYWygviV",5,"What did you have for breakfast this morning?","personal, objective","biological",""
"4926","T41","R_3hrywhdZZ20L8br",3,"What did you have for breakfast this morning?","personal, objective","biological",""
"4927","T41","R_2dSlP0571acTI6E",4,"What did you have for breakfast this morning?","personal, objective","biological",""
"4928","T42","R_1eysoHRuyLuTyOC",5,"Do you have a family?","personal, objective","social",""
"4929","T42","R_zUXMTON41mdkOwV",5,"Do you have a family?","personal, objective","social",""
"4930","T42","R_1CpcUeOeZNkTWSv",5,"Do you have a family?","personal, objective","social",""
"4931","T42","R_2Ui0qPi4gI7qS2T",4,"Do you have a family?","personal, objective","social",""
"4932","T42","R_2EmLlxCDhAKuksN",4,"Do you have a family?","personal, objective","social",""
"4933","T42","R_1l0EPwUcuE4hC5g",5,"Do you have a family?","personal, objective","social",""
"4934","T42","R_1ilM1COqWkkkYDZ",4,"Do you have a family?","personal, objective","social",""
"4935","T42","R_3Kr4gnISYaj8cWh",3,"Do you have a family?","personal, objective","social",""
"4936","T42","R_1AFANg5cv6wTEv7",3,"Do you have a family?","personal, objective","social",""
"4937","T42","R_3D71fU33UQKE8WV",2,"Do you have a family?","personal, objective","social",""
"4938","T42","R_1dc2AZ8aUirmLIr",1,"Do you have a family?","personal, objective","social",""
"4939","T42","R_1oo2wZIOIoXeQut",3,"Do you have a family?","personal, objective","social",""
"4940","T42","R_SCtypf44QnMQB1v",3,"Do you have a family?","personal, objective","social",""
"4941","T42","R_R8CytimDtchvXhf",5,"Do you have a family?","personal, objective","social",""
"4942","T42","R_cIMYJw66MddgiLn",5,"Do you have a family?","personal, objective","social",""
"4943","T42","R_3PTCWFrcjFAPY7I",2,"Do you have a family?","personal, objective","social",""
"4944","T42","R_3RlpkO9EFUQiGE0",5,"Do you have a family?","personal, objective","social",""
"4945","T42","R_XB5nnPC0jjuCEEh",5,"Do you have a family?","personal, objective","social",""
"4946","T42","R_uwzXbAGYFPhpfJD",3,"Do you have a family?","personal, objective","social",""
"4947","T42","R_12K2sOsPV3zuykm",4,"Do you have a family?","personal, objective","social",""
"4948","T42","R_1E6dnXqYUoHYVSc",5,"Do you have a family?","personal, objective","social",""
"4949","T42","R_XvUD9sCZXZFGJod",5,"Do you have a family?","personal, objective","social",""
"4950","T42","R_28O4Km9kZafgxap",5,"Do you have a family?","personal, objective","social",""
"4951","T42","R_1N8sLmjrKnSORxa",3,"Do you have a family?","personal, objective","social",""
"4952","T42","R_10GyxOQlIJZyVrx",3,"Do you have a family?","personal, objective","social",""
"4953","T42","R_ZaCiyYTGLas41q1",4,"Do you have a family?","personal, objective","social",""
"4954","T42","R_1luTk3zsH1hQQVd",3,"Do you have a family?","personal, objective","social",""
"4955","T42","R_6Klo3Oi9nuuj8mR",5,"Do you have a family?","personal, objective","social",""
"4956","T42","R_12mp6S4h3SZexzU",5,"Do you have a family?","personal, objective","social",""
"4957","T42","R_1g27dsW7dI0L2Zc",3,"Do you have a family?","personal, objective","social",""
"4958","T42","R_3hDPucjnOFY33hO",5,"Do you have a family?","personal, objective","social",""
"4959","T42","R_2S0jYQ0uQXgycx5",5,"Do you have a family?","personal, objective","social",""
"4960","T42","R_xg5GqYm3tDgDaDL",3,"Do you have a family?","personal, objective","social",""
"4961","T42","R_2AQmqEw5NFv4CH7",5,"Do you have a family?","personal, objective","social",""
"4962","T42","R_2qBM372PFYkQDjx",4,"Do you have a family?","personal, objective","social",""
"4963","T42","R_2qgVeaAR8SI9eGn",5,"Do you have a family?","personal, objective","social",""
"4964","T42","R_32RYoMsHuZI5Lt9",5,"Do you have a family?","personal, objective","social",""
"4965","T42","R_1pPVZT61nJrB2DO",4,"Do you have a family?","personal, objective","social",""
"4966","T42","R_31SEHQqyHokLnTG",3,"Do you have a family?","personal, objective","social",""
"4967","T42","R_2qq5diC0ir9fAQ9",4,"Do you have a family?","personal, objective","social",""
"4968","T42","R_Z3nFLEeasu4BcRj",4,"Do you have a family?","personal, objective","social",""
"4969","T42","R_2atPSh5YgH8rAfE",5,"Do you have a family?","personal, objective","social",""
"4970","T42","R_3HHRfuRSZFfDHjW",1,"Do you have a family?","personal, objective","social",""
"4971","T42","R_2w1B9qqy7fdkOO9",4,"Do you have a family?","personal, objective","social",""
"4972","T42","R_1onBPsq4qLaaI0r",2,"Do you have a family?","personal, objective","social",""
"4973","T42","R_3fdv7M2mt9Fi1lL",2,"Do you have a family?","personal, objective","social",""
"4974","T42","R_1LAoYkk3oP5GLsn",4,"Do you have a family?","personal, objective","social",""
"4975","T42","R_1GNVqIeuldplpNz",5,"Do you have a family?","personal, objective","social",""
"4976","T42","R_3MS5pg49GRWqi0X",4,"Do you have a family?","personal, objective","social",""
"4977","T43","R_1eIuQSgqaVr1ZFY",1,"What is your favorite beer?","personal, subjective","biological","experience"
"4978","T43","R_324kmv6BBzjJbek",4,"What is your favorite beer?","personal, subjective","biological","experience"
"4979","T43","R_22Gncn3kgyePtI2",3,"What is your favorite beer?","personal, subjective","biological","experience"
"4980","T43","R_12mp6S4h3SZexzU",4,"What is your favorite beer?","personal, subjective","biological","experience"
"4981","T43","R_1DXZUpKdL9MAJZ7",4,"What is your favorite beer?","personal, subjective","biological","experience"
"4982","T43","R_1E6dnXqYUoHYVSc",2,"What is your favorite beer?","personal, subjective","biological","experience"
"4983","T43","R_6gmp9Qqb94iPNkd",5,"What is your favorite beer?","personal, subjective","biological","experience"
"4984","T43","R_3Kr4gnISYaj8cWh",2,"What is your favorite beer?","personal, subjective","biological","experience"
"4985","T43","R_1Q0feh3Wshmoi8k",2,"What is your favorite beer?","personal, subjective","biological","experience"
"4986","T43","R_AGnlAPeTk7TLjY5",3,"What is your favorite beer?","personal, subjective","biological","experience"
"4987","T43","R_2TTf1THpnfoL1l8",5,"What is your favorite beer?","personal, subjective","biological","experience"
"4988","T43","R_1onBPsq4qLaaI0r",2,"What is your favorite beer?","personal, subjective","biological","experience"
"4989","T43","R_2781xRZfKHluRCu",3,"What is your favorite beer?","personal, subjective","biological","experience"
"4990","T43","R_ZaCiyYTGLas41q1",3,"What is your favorite beer?","personal, subjective","biological","experience"
"4991","T43","R_SUXUQjeAYCED3MZ",4,"What is your favorite beer?","personal, subjective","biological","experience"
"4992","T43","R_2atPSh5YgH8rAfE",5,"What is your favorite beer?","personal, subjective","biological","experience"
"4993","T43","R_32RYoMsHuZI5Lt9",4,"What is your favorite beer?","personal, subjective","biological","experience"
"4994","T43","R_2XcEvQo5Bw2Vcz1",4,"What is your favorite beer?","personal, subjective","biological","experience"
"4995","T43","R_2S0jYQ0uQXgycx5",5,"What is your favorite beer?","personal, subjective","biological","experience"
"4996","T43","R_3CU8kDuizLs8sQW",3,"What is your favorite beer?","personal, subjective","biological","experience"
"4997","T43","R_2qgVeaAR8SI9eGn",3,"What is your favorite beer?","personal, subjective","biological","experience"
